index	question	sentence	label
758	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC=C[C@]4(C)[C@H]3CC[C@@]21C	entailment
759	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4COC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
760	C=CC[C@@H]1C(=O)[C@@H]2C[C@@H](C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)[C@H]12	C=CC[C@@H]1C(=O)O[C@@H]2C[C@@H](C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)[C@H]12	not_entailment
761	C=CC[C@@H]1C(=O)[C@@H]2C[C@@H](C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)[C@H]12	C=CC[C@@H]1OC(=O)[C@@H]2C[C@@H](C(=O)OC(C)(C)C)N(C(=O)OC(C)(C)C)[C@H]12	entailment
762	O=C(c1ccccc1)C(O)c1ccccc1	O=C(OC(O)c1ccccc1)c1ccccc1	entailment
763	O=C(c1ccccc1)C(O)c1ccccc1	O=C(Oc1ccccc1)C(O)c1ccccc1	not_entailment
764	COc1ccc(CO[C@H]2[C@@H](CO[Si](C)(C)C(C)(C)C)[C@H](C(C)=O)C[C@H]3O[C@@]23C)cc1	COC(=O)[C@@H]1C[C@H]2O[C@@]2(C)[C@@H](OCc2ccc(OC)cc2)[C@H]1CO[Si](C)(C)C(C)(C)C	not_entailment
765	COc1ccc(CO[C@H]2[C@@H](CO[Si](C)(C)C(C)(C)C)[C@H](C(C)=O)C[C@H]3O[C@@]23C)cc1	COc1ccc(CO[C@H]2[C@@H](CO[Si](C)(C)C(C)(C)C)[C@H](OC(C)=O)C[C@H]3O[C@@]23C)cc1	entailment
766	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@@]32C)O[C@]12CC[C@@H](C)CO2	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)O[C@]23C)O[C@]12CC[C@@H](C)CO2	entailment
767	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@@]32C)O[C@]12CC[C@@H](C)CO2	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4COC(=O)[C@@]32C)O[C@]12CC[C@@H](C)CO2	not_entailment
768	O=C1[C@H]2CC[C@@H]1[C@@H]1CC[C@H]21	O=C1O[C@@H]2CC[C@H]1[C@H]1CC[C@H]12	not_entailment
769	O=C1[C@H]2CC[C@@H]1[C@@H]1CC[C@H]21	O=C1O[C@H]2CC[C@@H]1[C@@H]1CC[C@H]21	entailment
770	C[C@@H]1CC[C@H]2C(=O)CCC[C@@H](O)[C@H]12	C[C@@H]1CC[C@H]2C(=O)OCCC[C@@H](O)[C@H]12	not_entailment
771	C[C@@H]1CC[C@H]2C(=O)CCC[C@@H](O)[C@H]12	C[C@@H]1CC[C@H]2OC(=O)CCC[C@@H](O)[C@H]12	entailment
772	COC(=O)[C@H]1[C@@H]2c3c(OC)cccc3[C@@H](c3c(C(C)=O)ccc(OC)c32)[C@H]1C(=O)OC	COC(=O)c1ccc(OC)c2c1[C@@H]1c3cccc(OC)c3[C@H]2[C@H](C(=O)OC)[C@@H]1C(=O)OC	not_entailment
773	COC(=O)[C@H]1[C@@H]2c3c(OC)cccc3[C@@H](c3c(C(C)=O)ccc(OC)c32)[C@H]1C(=O)OC	COC(=O)[C@H]1[C@@H]2c3c(OC)cccc3[C@@H](c3c(OC(C)=O)ccc(OC)c32)[C@H]1C(=O)OC	entailment
774	O=C1CC/C1=C\C1CCCCC1	O=C1CC/C(=C\C2CCCCC2)O1	entailment
775	O=C1CC/C1=C\C1CCCCC1	O=C1OCC/C1=C\C1CCCCC1	not_entailment
776	CC(=O)c1cc(Br)ccc1OC[C@@H]1CO1	CC(=O)Oc1cc(Br)ccc1OC[C@@H]1CO1	entailment
777	CC(=O)c1cc(Br)ccc1OC[C@@H]1CO1	COC(=O)c1cc(Br)ccc1OC[C@@H]1CO1	not_entailment
778	CC(C)(C)C(=O)[C@H]1[C@@H](I)[C@H]1COCc1ccccc1	CC(C)(C)C(=O)O[C@H]1[C@@H](I)[C@H]1COCc1ccccc1	not_entailment
779	CC(C)(C)C(=O)[C@H]1[C@@H](I)[C@H]1COCc1ccccc1	CC(C)(C)OC(=O)[C@H]1[C@@H](I)[C@H]1COCc1ccccc1	entailment
780	CCCCCCCCCCCCC/C=C/[C@@H](OCc1ccccc1)[C@@H]1CC(=O)CN1S(=O)(=O)c1ccc(C)cc1	CCCCCCCCCCCCC/C=C/[C@@H](OCc1ccccc1)[C@@H]1CC(=O)OCN1S(=O)(=O)c1ccc(C)cc1	entailment
781	CCCCCCCCCCCCC/C=C/[C@@H](OCc1ccccc1)[C@@H]1CC(=O)CN1S(=O)(=O)c1ccc(C)cc1	CCCCCCCCCCCCC/C=C/[C@@H](OCc1ccccc1)[C@@H]1COC(=O)CN1S(=O)(=O)c1ccc(C)cc1	not_entailment
782	CC[C@H](C)CCCC1CCCCC1=O	CC[C@H](C)CCCC1CCCCOC1=O	not_entailment
783	CC[C@H](C)CCCC1CCCCC1=O	CC[C@H](C)CCCC1CCCCC(=O)O1	entailment
784	CC(=O)C(C)Cc1cccnc1	CC(=O)OC(C)Cc1cccnc1	entailment
785	CC(=O)C(C)Cc1cccnc1	COC(=O)C(C)Cc1cccnc1	not_entailment
786	O=C1C[C@@H]2CC=CC[C@@H]2C1	O=C1C[C@@H]2CC=CC[C@@H]2CO1	not_entailment
787	O=C1C[C@@H]2CC=CC[C@@H]2C1	O=C1C[C@H]2CC=CC[C@H]2CO1	entailment
788	O=C1C[C@]2(Cc3ccccc3)[C@H](O)C[C@H](c3ccccc3)[C@]12Cc1ccccc1	O=C1C[C@]2(Cc3ccccc3)[C@H](O)C[C@H](c3ccccc3)[C@]2(Cc2ccccc2)O1	entailment
789	O=C1C[C@]2(Cc3ccccc3)[C@H](O)C[C@H](c3ccccc3)[C@]12Cc1ccccc1	O=C1OC[C@]2(Cc3ccccc3)[C@H](O)C[C@H](c3ccccc3)[C@]12Cc1ccccc1	not_entailment
790	Cc1ccc2c(c1)CC[C@@H](F)[C@]21CCC1=O	Cc1ccc2c(c1)CC[C@@H](F)[C@]21CCOC1=O	not_entailment
791	Cc1ccc2c(c1)CC[C@@H](F)[C@]21CCC1=O	Cc1ccc2c(c1)CC[C@@H](F)[C@]21CCC(=O)O1	entailment
792	C=C[C@H]1[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)C[C@@H]2C(=O)C[C@@H]21	C=C[C@H]1[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)C[C@@H]2C(=O)OC[C@@H]21	not_entailment
793	C=C[C@H]1[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)C[C@@H]2C(=O)C[C@@H]21	C=C[C@H]1[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)C[C@@H]2OC(=O)C[C@@H]21	entailment
794	CC1=CC[C@@H]([C@]2(C)CCC2=O)CC1	CC1=CC[C@@H]([C@]2(C)CCOC2=O)CC1	not_entailment
795	CC1=CC[C@@H]([C@]2(C)CCC2=O)CC1	CC1=CC[C@@H]([C@]2(C)CCC(=O)O2)CC1	entailment
796	COc1ccc([C@@H](C[C@@H]2CC3(CCC2=O)OCCO3)[N+](=O)[O-])cc1OC	COc1ccc([C@@H](C[C@@H]2CC3(CCOC2=O)OCCO3)[N+](=O)[O-])cc1OC	not_entailment
797	COc1ccc([C@@H](C[C@@H]2CC3(CCC2=O)OCCO3)[N+](=O)[O-])cc1OC	COc1ccc([C@@H](C[C@@H]2CC3(CCC(=O)O2)OCCO3)[N+](=O)[O-])cc1OC	entailment
798	CCCCCCCCC(C)=O	CCCCCCCCC(=O)OC	not_entailment
799	CCCCCCCCC(C)=O	CCCCCCCCOC(C)=O	entailment
800	CC(=O)[C@@H]1CCC(=O)N[C@H]1c1ccccc1	CC(=O)O[C@@H]1CCC(=O)N[C@H]1c1ccccc1	entailment
801	CC(=O)[C@@H]1CCC(=O)N[C@H]1c1ccccc1	COC(=O)[C@@H]1CCC(=O)N[C@H]1c1ccccc1	not_entailment
802	CCCC(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	CCCC(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
803	CCCC(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	CCCC(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
804	C[C@]12CCC[C@H]1[C@H]1CC(=O)[C@@H]3CCCC[C@H]3[C@@H]1CC2	C[C@]12CCC[C@H]1[C@H]1CC(=O)O[C@@H]3CCCC[C@H]3[C@@H]1CC2	entailment
805	C[C@]12CCC[C@H]1[C@H]1CC(=O)[C@@H]3CCCC[C@H]3[C@@H]1CC2	C[C@]12CCC[C@H]1[C@H]1COC(=O)[C@@H]3CCCC[C@H]3[C@@H]1CC2	not_entailment
806	O=C1C[C@@H]2C=CCC[C@H]12	O=C1C[C@@H]2C=CCC[C@@H]2O1	entailment
807	O=C1C[C@@H]2C=CCC[C@H]12	O=C1OC[C@@H]2C=CCC[C@H]12	not_entailment
808	C=C[C@@H]1CC(=O)CN1S(=O)(=O)c1ccc(C)cc1	C=C[C@@H]1CC(=O)OCN1S(=O)(=O)c1ccc(C)cc1	entailment
809	C=C[C@@H]1CC(=O)CN1S(=O)(=O)c1ccc(C)cc1	C=C[C@@H]1COC(=O)CN1S(=O)(=O)c1ccc(C)cc1	not_entailment
810	CC[C@@H]1CCCCCC1=O	CC[C@@H]1CCCCCOC1=O	not_entailment
811	CC[C@@H]1CCCCCC1=O	CC[C@@H]1CCCCCC(=O)O1	entailment
812	CO[C@@H]1CCC(=O)C1(C)C	CO[C@@H]1CCC(=O)OC1(C)C	entailment
813	CO[C@@H]1CCC(=O)C1(C)C	CO[C@@H]1CCOC(=O)C1(C)C	not_entailment
814	COC(=O)[C@H]1[C@H](NC(C)=O)CC(=O)[C@@H]1C	COC(=O)[C@H]1[C@H](NC(C)=O)CC(=O)O[C@@H]1C	entailment
815	COC(=O)[C@H]1[C@H](NC(C)=O)CC(=O)[C@@H]1C	COC(=O)[C@H]1[C@H](NC(C)=O)COC(=O)[C@@H]1C	not_entailment
816	C[Si](C)(c1ccccc1)[C@@H]1CC(=O)C[C@@H]2CCCC[C@H]21	C[Si](C)(c1ccccc1)[C@@H]1CC(=O)OC[C@@H]2CCCC[C@H]21	not_entailment
817	C[Si](C)(c1ccccc1)[C@@H]1CC(=O)C[C@@H]2CCCC[C@H]21	C[Si](C)(c1ccccc1)[C@@H]1COC(=O)C[C@@H]2CCCC[C@H]21	entailment
818	COCOc1ccc(C[C@@H](NC(=O)OCc2ccccc2)C(=O)OC)cc1C(C)=O	COCOc1ccc(C[C@@H](NC(=O)OCc2ccccc2)C(=O)OC)cc1C(=O)OC	not_entailment
819	COCOc1ccc(C[C@@H](NC(=O)OCc2ccccc2)C(=O)OC)cc1C(C)=O	COCOc1ccc(C[C@@H](NC(=O)OCc2ccccc2)C(=O)OC)cc1OC(C)=O	entailment
820	CCCCC[C@H]1OC(C)(C)O[C@H]1C(=O)c1ccccc1	CCCCC[C@H]1OC(C)(C)O[C@H]1C(=O)Oc1ccccc1	not_entailment
821	CCCCC[C@H]1OC(C)(C)O[C@H]1C(=O)c1ccccc1	CCCCC[C@H]1OC(C)(C)O[C@H]1OC(=O)c1ccccc1	entailment
822	CC(=O)C[C@H](Cc1cc(F)c(F)cc1F)O[Si](C)(C)C(C)(C)C	CC(=O)OC[C@H](Cc1cc(F)c(F)cc1F)O[Si](C)(C)C(C)(C)C	not_entailment
823	CC(=O)C[C@H](Cc1cc(F)c(F)cc1F)O[Si](C)(C)C(C)(C)C	COC(=O)C[C@H](Cc1cc(F)c(F)cc1F)O[Si](C)(C)C(C)(C)C	entailment
824	CCCCC(C)C(=O)c1ccc(OC)cc1	CCCCC(C)C(=O)Oc1ccc(OC)cc1	entailment
825	CCCCC(C)C(=O)c1ccc(OC)cc1	CCCCC(C)OC(=O)c1ccc(OC)cc1	not_entailment
826	CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)C(=O)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1	CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)C(=O)OCC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1	not_entailment
827	CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)C(=O)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1	CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)OC(=O)CC[C@H]4[C@@H]3C[C@@H](Br)[C@@]2(Br)C1	entailment
828	COc1ccc(C(=O)[C@H]2C[C@@H]([N+](=O)[O-])[C@H](c3ccccc3)C[C@H]2O)cc1	COc1ccc(C(=O)O[C@H]2C[C@@H]([N+](=O)[O-])[C@H](c3ccccc3)C[C@H]2O)cc1	not_entailment
829	COc1ccc(C(=O)[C@H]2C[C@@H]([N+](=O)[O-])[C@H](c3ccccc3)C[C@H]2O)cc1	COc1ccc(OC(=O)[C@H]2C[C@@H]([N+](=O)[O-])[C@H](c3ccccc3)C[C@H]2O)cc1	entailment
830	CC(=O)OC[C@H]1O[C@H](C[C@H]2[C@@H]3O[C@@H](C(=O)[C@H]3OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	CC(=O)OC[C@H]1O[C@H](C[C@H]2[C@@H]3O[C@@H](C(=O)O[C@H]3OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	not_entailment
831	CC(=O)OC[C@H]1O[C@H](C[C@H]2[C@@H]3O[C@@H](C(=O)[C@H]3OC(C)=O)[C@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	CC(=O)OC[C@H]1O[C@H](C[C@@H]2[C@H](OC(C)=O)[C@@H]3OC(=O)[C@@H](OC(C)=O)[C@H]2O3)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	entailment
832	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@@H]1[C@@H](C(C)=O)O[C@@H]2OC(=O)C[C@@H]21	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@@H]1[C@@H](C(=O)OC)O[C@@H]2OC(=O)C[C@@H]21	not_entailment
833	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@@H]1[C@@H](C(C)=O)O[C@@H]2OC(=O)C[C@@H]21	C=C([C@H]1CC[C@H]2C(C)(C)CCC[C@]12C)[C@@H]1[C@@H](OC(C)=O)O[C@@H]2OC(=O)C[C@@H]21	entailment
834	CC(=O)C1CC(O)C(=O)N2CCCC12	CC(=O)OC1CC(O)C(=O)N2CCCC12	entailment
835	CC(=O)C1CC(O)C(=O)N2CCCC12	COC(=O)C1CC(O)C(=O)N2CCCC12	not_entailment
836	CC(=O)c1cccc(F)c1OCc1ccccc1	CC(=O)Oc1cccc(F)c1OCc1ccccc1	entailment
837	CC(=O)c1cccc(F)c1OCc1ccccc1	COC(=O)c1cccc(F)c1OCc1ccccc1	not_entailment
838	O=C1CC[C@]12[C@@H]1OC[C@@H](O1)[C@H]1C[C@H]12	O=C1CC[C@@]2(O1)[C@@H]1OC[C@@H](O1)[C@H]1C[C@H]12	entailment
839	O=C1CC[C@]12[C@@H]1OC[C@@H](O1)[C@H]1C[C@H]12	O=C1OCC[C@]12[C@@H]1OC[C@@H](O1)[C@H]1C[C@H]12	not_entailment
840	COC(=O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	COC(=O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
841	COC(=O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	COC(=O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
842	CC(=O)O[C@@H]1C(=O)[C@@H]2C[C@H](OC(C)(C)C)[C@@]1(C)C[C@@H]2O	CC(=O)O[C@@H]1C(=O)O[C@@H]2C[C@H](OC(C)(C)C)[C@@]1(C)C[C@@H]2O	not_entailment
843	CC(=O)O[C@@H]1C(=O)[C@@H]2C[C@H](OC(C)(C)C)[C@@]1(C)C[C@@H]2O	CC(=O)O[C@@H]1OC(=O)[C@@H]2C[C@H](OC(C)(C)C)[C@@]1(C)C[C@@H]2O	entailment
844	COc1ccccc1C(C)=O	COC(=O)c1ccccc1OC	not_entailment
845	COc1ccccc1C(C)=O	COc1ccccc1OC(C)=O	entailment
846	CC(=O)c1ccc2c(c1)C1CC2CN(C(=O)C(F)(F)F)C1	CC(=O)Oc1ccc2c(c1)C1CC2CN(C(=O)C(F)(F)F)C1	entailment
847	CC(=O)c1ccc2c(c1)C1CC2CN(C(=O)C(F)(F)F)C1	COC(=O)c1ccc2c(c1)C1CC2CN(C(=O)C(F)(F)F)C1	not_entailment
848	CC1(C)CCC[C@]2(C)[C@H]3CCCC(=O)[C@@H]3CC[C@@H]12	CC1(C)CCC[C@@]2(C)[C@H]1CC[C@H]1OC(=O)CCC[C@@H]12	entailment
849	CC1(C)CCC[C@]2(C)[C@H]3CCCC(=O)[C@@H]3CC[C@@H]12	CC1(C)CCC[C@]2(C)[C@H]3CCCOC(=O)[C@@H]3CC[C@@H]12	not_entailment
850	CCCCC(C)=O	CCCCC(=O)OC	not_entailment
851	CCCCC(C)=O	CCCCOC(C)=O	entailment
852	CCCCCCCCCC[C@H](O)[C@H]1CCCC1=O	CCCCCCCCCC[C@H](O)[C@H]1CCCOC1=O	not_entailment
853	CCCCCCCCCC[C@H](O)[C@H]1CCCC1=O	CCCCCCCCCC[C@H](O)[C@H]1CCCC(=O)O1	entailment
854	CCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	CCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
855	CCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	CCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
856	COc1ccc2c(c1)CC(=O)C2	COc1ccc2c(c1)CC(=O)OC2	entailment
857	COc1ccc2c(c1)CC(=O)C2	COc1ccc2c(c1)COC(=O)C2	not_entailment
858	CC(=O)[C@@](C)(C(=O)OC(C)(C)C)c1ccccc1NC(=O)C(F)(F)F	CC(=O)O[C@@](C)(C(=O)OC(C)(C)C)c1ccccc1NC(=O)C(F)(F)F	entailment
859	CC(=O)[C@@](C)(C(=O)OC(C)(C)C)c1ccccc1NC(=O)C(F)(F)F	COC(=O)[C@@](C)(C(=O)OC(C)(C)C)c1ccccc1NC(=O)C(F)(F)F	not_entailment
860	CC(C)[C@H]1CC[C@@H](C)CC1=O	CC(C)[C@H]1CC[C@@H](C)COC1=O	not_entailment
861	CC(C)[C@H]1CC[C@@H](C)CC1=O	CC(C)[C@H]1CC[C@@H](C)CC(=O)O1	entailment
862	COC(=O)c1[nH]c(-c2ccccc2)cc1C(C)=O	COC(=O)c1cc(-c2ccccc2)[nH]c1C(=O)OC	not_entailment
863	COC(=O)c1[nH]c(-c2ccccc2)cc1C(C)=O	COC(=O)c1[nH]c(-c2ccccc2)cc1OC(C)=O	entailment
864	CCO[13C](=O)N1C[C@@H]2c3cc(Cl)ccc3Oc3ccc(C(C)=O)cc3[C@H]2C1	CCO[13C](=O)N1C[C@@H]2c3cc(Cl)ccc3Oc3ccc(C(=O)OC)cc3[C@H]2C1	not_entailment
865	CCO[13C](=O)N1C[C@@H]2c3cc(Cl)ccc3Oc3ccc(C(C)=O)cc3[C@H]2C1	CCO[13C](=O)N1C[C@@H]2c3cc(Cl)ccc3Oc3ccc(OC(C)=O)cc3[C@H]2C1	entailment
866	CCCC[C@@H]1C(=O)[C@@H]2[C@@H]3O[C@@H](c4ccccc43)[C@H]12	CCCC[C@@H]1C(=O)O[C@H]2[C@@H]1[C@H]1O[C@@H]2c2ccccc21	not_entailment
867	CCCC[C@@H]1C(=O)[C@@H]2[C@@H]3O[C@@H](c4ccccc43)[C@H]12	CCCC[C@@H]1OC(=O)[C@@H]2[C@@H]3O[C@@H](c4ccccc43)[C@H]12	entailment
868	COc1cc2c(cc1C)O[C@H]1CC[C@]2(C)C1=O	COc1cc2c(cc1C)O[C@H]1CC[C@]2(C)OC1=O	entailment
869	COc1cc2c(cc1C)O[C@H]1CC[C@]2(C)C1=O	COc1cc2c(cc1C)O[C@H]1CC[C@]2(C)C(=O)O1	not_entailment
870	Cc1ccc(S(=O)(=O)N(C)[C@@H]2C(=O)[C@H](C)[C@H]2c2ccccc2)cc1	Cc1ccc(S(=O)(=O)N(C)[C@@H]2C(=O)O[C@H](C)[C@H]2c2ccccc2)cc1	not_entailment
871	Cc1ccc(S(=O)(=O)N(C)[C@@H]2C(=O)[C@H](C)[C@H]2c2ccccc2)cc1	Cc1ccc(S(=O)(=O)N(C)[C@@H]2OC(=O)[C@H](C)[C@H]2c2ccccc2)cc1	entailment
872	O=C1CC2CCC1O2	O=C1CC2CCC(O1)O2	entailment
873	O=C1CC2CCC1O2	O=C1OCC2CCC1O2	not_entailment
874	CC1(C)CC[C@]23CC[C@]4(C)[C@H](CC[C@@H]5[C@@]6(C)CCC(=O)C(C)(C)[C@@H]6CC[C@]54C)[C@H]2[C@H]1OC3	CC1(C)CC[C@]23CC[C@]4(C)[C@H](CC[C@@H]5[C@@]6(C)CCC(=O)OC(C)(C)[C@@H]6CC[C@]54C)[C@H]2[C@H]1OC3	entailment
875	CC1(C)CC[C@]23CC[C@]4(C)[C@H](CC[C@@H]5[C@@]6(C)CCC(=O)C(C)(C)[C@@H]6CC[C@]54C)[C@H]2[C@H]1OC3	CC1(C)CC[C@]23CC[C@]4(C)[C@H](CC[C@@H]5[C@@]6(C)CCOC(=O)C(C)(C)[C@@H]6CC[C@]54C)[C@H]2[C@H]1OC3	not_entailment
876	O=C1[C@H]2C[C@@H]3CC(C[C@H]1C3)[C@H]2OCc1ccccc1	O=C1O[C@H]2CC3C[C@@H](C[C@H]1[C@@H]3OCc1ccccc1)C2	entailment
877	O=C1[C@H]2C[C@@H]3CC(C[C@H]1C3)[C@H]2OCc1ccccc1	O=C1O[C@H]2C[C@@H]3CC(C[C@H]1C3)[C@H]2OCc1ccccc1	not_entailment
878	CCC(C)=O	CCC(=O)OC	not_entailment
879	CCC(C)=O	CCOC(C)=O	entailment
880	O=C1C[C@@H](c2ccc(Cl)cc2)C[C@@H](c2ccc(Cl)cc2)C1	O=C1C[C@@H](c2ccc(Cl)cc2)C[C@@H](c2ccc(Cl)cc2)CO1	not_entailment
881	O=C1C[C@@H](c2ccc(Cl)cc2)C[C@@H](c2ccc(Cl)cc2)C1	O=C1C[C@H](c2ccc(Cl)cc2)C[C@H](c2ccc(Cl)cc2)CO1	entailment
882	C[C@@H]1CC[C@@H]([C@@H](C)COCc2ccccc2)C(=O)C1	C[C@@H]1CC[C@@H]([C@@H](C)COCc2ccccc2)C(=O)OC1	not_entailment
883	C[C@@H]1CC[C@@H]([C@@H](C)COCc2ccccc2)C(=O)C1	C[C@@H](COCc1ccccc1)[C@@H]1CC[C@@H](C)CC(=O)O1	entailment
884	CCCC[C@@H]1C(=O)[C@](C)(O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)[C@H]1OCc1ccccc1	CCCC[C@@H]1C(=O)O[C@](C)(O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)[C@H]1OCc1ccccc1	entailment
885	CCCC[C@@H]1C(=O)[C@](C)(O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)[C@H]1OCc1ccccc1	CCCC[C@@H]1OC(=O)[C@](C)(O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)[C@H]1OCc1ccccc1	not_entailment
886	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](Cl)CC[C@@]43C)[C@@H]1CCC2=O	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](Cl)CC[C@@]43C)[C@@H]1CCOC2=O	not_entailment
887	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](Cl)CC[C@@]43C)[C@@H]1CCC2=O	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](Cl)CC[C@@]43C)[C@@H]1CCC(=O)O2	entailment
888	COc1ccc2c(c1)CC(O)C2=O	COc1ccc2c(c1)CC(O)OC2=O	entailment
889	COc1ccc2c(c1)CC(O)C2=O	COc1ccc2c(c1)CC(O)C(=O)O2	not_entailment
890	CCOC(=O)C(C)(C)Oc1ccc(C(C)=O)c(C)c1	CCOC(=O)C(C)(C)Oc1ccc(C(=O)OC)c(C)c1	not_entailment
891	CCOC(=O)C(C)(C)Oc1ccc(C(C)=O)c(C)c1	CCOC(=O)C(C)(C)Oc1ccc(OC(C)=O)c(C)c1	entailment
892	CC(C)CC(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CC(=O)O[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
